en,meaning_en,meaning_ja,meaning_zh,meaning_fr,meaning_de,meaning_es,meaning_it,meaning_pt,meaning_ru,meaning_ar,meaning_hi
attention,"Focus; concentration; notice; care.","注意; 集中; 気配り; 世話。","注意; 专注; 通知; 关心。","Attention; concentration; avis; soin.","Aufmerksamkeit; Konzentration; Beachtung; Fürsorge.","Atención; concentración; aviso; cuidado.","Attenzione; concentrazione; avviso; cura.","Atenção; concentração; aviso; cuidado.","Внимание; концентрация; уведомление; забота.","انتباه; تركيز; إشعار; رعاية.","ध्यान; एकाग्रता; सूचना; देखभाल।"
attitude,"Viewpoint; position; manner; approach.","態度; 視点; 立場; 方法; アプローチ。","态度; 观点; 立场; 方式; 方法。","Attitude; point de vue; position; manière; approche.","Haltung; Standpunkt; Position; Art; Ansatz.","Actitud; punto de vista; posición; manera; enfoque.","Atteggiamento; punto di vista; posizione; modo; approccio.","Atitude; ponto de vista; posição; maneira; abordagem.","Отношение; точка зрения; позиция; манера; подход.","موقف; وجهة نظر; موضع; طريقة; نهج.","रवैया; दृष्टिकोण; स्थिति; तरीका; दृष्टिकोण।"
attorney,"Lawyer; legal representative; advocate.","弁護士; 法的代理人; 代弁者。","律师; 法律代表; 辩护人。","Avocat; représentant légal; défenseur.","Anwalt; Rechtsvertreter; Fürsprecher.","Abogado; representante legal; defensor.","Avvocato; rappresentante legale; sostenitore.","Advogado; representante legal; defensor.","Адвокат; законный представитель; защитник.","محام; ممثل قانوني; مدافع.","वकील; कानूनी प्रतिनिधि; अधिवक्ता।"
attraction,"Appeal; fascination; force pulling objects together.","魅力; 引力; 物体を引き寄せる力。","吸引力; 魅力; 吸引物体的力。","Attraction; attrait; fascination; force attirant les objets.","Anziehung; Reiz; Faszination; Kraft, die Objekte zusammenzieht.","Atracción; atractivo; fascinación; fuerza que junta objetos.","Attrazione; fascino; fascino; forza che attira gli oggetti.","Atração; apelo; fascinação; força que atrai objetos.","Притяжение; привлекательность; очарование; сила, притягивающая объекты.","جاذبية; جذب; سحر; قوة تجذب الأشياء معاً.","आकर्षण; अपील; मोह; वस्तुओं को खींचने वाला बल।"
auction,"Public sale to highest bidder.","競売; 最高入札者への公開販売。","拍卖; 向最高出价者的公开销售。","Vente aux enchères; vente publique au plus offrant.","Auktion; öffentlicher Verkauf an den Höchstbietenden.","Subasta; venta pública al mejor postor.","Asta; vendita pubblica al miglior offerente.","Leilão; venda pública ao maior licitante.","Аукцион; публичная продажа тому, кто больше заплатит.","مزاد; بيع عام لأعلى مزايد.","नीलामी; सर्वोच्च बोली लगाने वाले को सार्वजनिक बिक्री।"
audience,"Viewers; spectators; listeners; public.","観客; 視聴者; 聞き手; 公衆。","观众; 观众; 听众; 公众。","Public; spectateurs; auditeurs; assistance.","Publikum; Zuschauer; Zuhörer; Öffentlichkeit.","Audiencia; espectadores; oyentes; público.","Pubblico; spettatori; ascoltatori; audience.","Audiência; espectadores; ouvintes; público.","Аудитория; зрители; слушатели; публика.","جمهور; متفرجون; مستمعون; عامة.","दर्शक; दर्शक; श्रोता; जनता।"
audition,"Performance test; trial; tryout.","オーディション; 実演テスト; 試行。","试镜; 表演测试; 试验。","Audition; test de performance; essai.","Vorsprechen; Leistungstest; Probe.","Audición; prueba de actuación; ensayo.","Audizione; test di performance; prova.","Audição; teste de desempenho; tentativa.","Прослушивание; тест производительности; испытание.","اختبار أداء; اختبار; تجربة.","ऑडिशन; प्रदर्शन परीक्षा; परीक्षण।"
auditor,"Financial examiner; one who audits accounts.","監査人; 会計を監査する人; 財務検査官。","审计员; 财务检查员; 审查账目的人。","Auditeur; examinateur financier; personne qui audite les comptes.","Prüfer; Finanzprüfer; Person, die Konten prüft.","Auditor; examinador financiero; persona que audita cuentas.","Revisore; esaminatore finanziario; persona che verifica i conti.","Auditor; examinador financeiro; pessoa que audita contas.","Аудитор; финансовый контролёр; лицо, проводящее аудит счетов.","مراجع حسابات; فاحص مالي; شخص يراجع الحسابات.","लेखा परीक्षक; वित्तीय परीक्षक; खातों की जांच करने वाला।"
august,"Eighth month of Gregorian calendar.","8月; グレゴリオ暦の8番目の月。","八月; 公历的第八个月。","Août; huitième mois du calendrier grégorien.","August; achter Monat des gregorianischen Kalenders.","Agosto; octavo mes del calendario gregoriano.","Agosto; ottavo mese del calendario gregoriano.","Agosto; oitavo mês do calendário gregoriano.","Август; восьмой месяц григорианского календаря.","أغسطس; الشهر الثامن من التقويم الغريغوري.","अगस्त; ग्रेगोरियन कैलेंडर का आठवां महीना।"
aunt,"Sister of one's father or mother.","叔母; 父または母の姉妹。","姑姨; 父亲或母亲的姐妹。","Tante; sœur du père ou de la mère.","Tante; Schwester des Vaters oder der Mutter.","Tía; hermana del padre o la madre.","Zia; sorella del padre o della madre.","Tia; irmã do pai ou da mãe.","Тётя; сестра отца или матери.","عمة/خالة; أخت الأب أو الأم.","चाची/मौसी; पिता या माता की बहन।"
austerity,"Strictness; severe self-discipline; economic restraint.","緊縮; 厳格さ; 厳しい自己規律; 経済的抑制。","紧缩; 严格; 严厉的自律; 经济限制。","Austérité; strictesse; discipline sévère; restriction économique.","Sparsamkeit; Strenge; strenge Selbstdisziplin; wirtschaftliche Zurückhaltung.","Austeridad; estrictez; autodisciplina severa; restricción económica.","Austerità; severità; autodisciplina severa; restrizione economica.","Austeridade; rigor; autodisciplina severa; restrição econômica.","Суровость; строгость; строгая самодисциплина; экономические ограничения.","تقشف; صرامة; انضباط ذاتي شديد; قيد اقتصادي.","तपस्या; कठोरता; कठोर आत्म-अनुशासन; आर्थिक संयम।"
australia,"Continent and country in Southern Hemisphere.","オーストラリア; 南半球の大陸と国。","澳大利亚; 南半球的大陆和国家。","Australie; continent et pays de l'hémisphère sud.","Australien; Kontinent und Land der südlichen Hemisphäre.","Australia; continente y país del hemisferio sur.","Australia; continente e paese dell'emisfero meridionale.","Austrália; continente e país no hemisfério sul.","Австралия; континент и страна в Южном полушарии.","أستراليا; قارة ودولة في النصف الجنوبي.","ऑस्ट्रेलिया; दक्षिणी गोलार्ध में महाद्वीप और देश।"
