en	lang	example_translation
temptation	hi	
temptation	ja	
temptation	zh	
tempura	de	
tempura	fr	
tempura	es	
tempura	it	
tempura	pt	
tempura	ru	
tempura	ar	
tempura	hi	
tempura	ja	
tempura	zh	
ten	de	
ten	fr	
ten	es	
ten	it	
ten	pt	
ten	ru	
ten	ar	
ten	hi	
ten	ja	
ten	zh	
tennis	de	
tennis	fr	
tennis	es	
tennis	it	
tennis	pt	
tennis	ru	
tennis	ar	
tennis	hi	
tennis	ja	
tennis	zh	
tenor	de	
tenor	fr	
tenor	es	
tenor	it	
tenor	pt	
tenor	ru	
tenor	ar	
tenor	hi	
tenor	ja	
tenor	zh	
tension	de	
tension	fr	
tension	es	
tension	it	
tension	pt	
tension	ru	
tension	ar	
tension	hi	
tension	ja	
tension	zh	
tent	de	
tent	fr	
tent	es	
tent	it	
tent	pt	
tent	ru	
tent	ar	
tent	hi	
tent	ja	
tent	zh	
tenth	de	
tenth	fr	
tenth	es	
tenth	it	
tenth	pt	
tenth	ru	
tenth	ar	
tenth	hi	
tenth	ja	
tenth	zh	
term	de	
term	fr	
term	es	
term	it	
term	pt	
term	ru	
term	ar	
term	hi	
term	ja	
term	zh	
termination	de	
termination	fr	
termination	es	
termination	it	
termination	pt	
termination	ru	
termination	ar	
termination	hi	
termination	ja	
termination	zh	
terminology	de	
terminology	fr	
terminology	es	
terminology	it	
terminology	pt	
terminology	ru	
terminology	ar	
terminology	hi	
terminology	ja	
terminology	zh	
territorial	de	
territorial	fr	
territorial	es	
territorial	it	
territorial	pt	
territorial	ru	
territorial	ar	
territorial	hi	
territorial	ja	
territorial	zh	
territory	de	
territory	fr	
territory	es	
territory	it	
territory	pt	
territory	ru	
territory	ar	
territory	hi	
territory	ja	
territory	zh	
terror	de	
terror	fr	
terror	es	
terror	it	
terror	pt	
terror	ru	
terror	ar	
terror	hi	
terror	ja	
terror	zh	
test	de	
test	fr	
test	es	
test	it	
test	pt	
test	ru	
test	ar	
test	hi	
test	ja	
test	zh	
testament	de	
testament	fr	
testament	es	
testament	it	
testament	pt	
testament	ru	
testament	ar	
testament	hi	
testament	ja	
testament	zh	
testimony	de	
testimony	fr	
testimony	es	
testimony	it	
testimony	pt	
testimony	ru	
testimony	ar	
testimony	hi	
testimony	ja	
testimony	zh	
Texas	de	
Texas	fr	
Texas	es	
Texas	it	
Texas	pt	
Texas	ru	
Texas	ar	
Texas	hi	
Texas	ja	
Texas	zh	
text	de	
text	fr	
text	es	
text	it	
text	pt	
text	ru	
text	ar	
text	hi	
text	ja	
text	zh	
textbook	de	
textbook	fr	
textbook	es	
textbook	it	
textbook	pt	
textbook	ru	
textbook	ar	
textbook	hi	
textbook	ja	
textbook	zh	
textile	de	
textile	fr	
textile	es	
textile	it	
textile	pt	
textile	ru	
textile	ar	
textile	hi	
textile	ja	
textile	zh	
thank	de	
thank	fr	
thank	es	
thank	it	
thank	pt	
thank	ru	
thank	ar	
thank	hi	
thank	ja	
thank	zh	
thanksgiving	de	
thanksgiving	fr	
thanksgiving	es	
thanksgiving	it	
thanksgiving	pt	
thanksgiving	ru	
thanksgiving	ar	
thanksgiving	hi	
thanksgiving	ja	
thanksgiving	zh	
theater	de	
theater	fr	
theater	es	
theater	it	
theater	pt	
theater	ru	
theater	ar	
theater	hi	
theater	ja	
theater	zh	
theatrical	de	
theatrical	fr	
theatrical	es	
theatrical	it	
theatrical	pt	
theatrical	ru	
theatrical	ar	
theatrical	hi	
theatrical	ja	
theatrical	zh	
theft	de	
theft	fr	
theft	es	
theft	it	
theft	pt	
theft	ru	
theft	ar	
theft	hi	
theft	ja	
theft	zh	
theology	de	
theology	fr	
theology	es	
theology	it	
theology	pt	
theology	ru	
theology	ar	
theology	hi	
theology	ja	
theology	zh	
theory	de	
theory	fr	
theory	es	
theory	it	
theory	pt	
theory	ru	
theory	ar	
theory	hi	
theory	ja	
theory	zh	
therapy	de	
therapy	fr	
therapy	es	
therapy	it	
therapy	pt	
therapy	ru	
therapy	ar	
therapy	hi	
therapy	ja	
therapy	zh	
thermal	de	
thermal	fr	
thermal	es	
thermal	it	
thermal	pt	
thermal	ru	
thermal	ar	
thermal	hi	
thermal	ja	
thermal	zh	
thermodynamics	de	
thermodynamics	fr	
thermodynamics	es	
thermodynamics	it	
thermodynamics	pt	
thermodynamics	ru	
thermodynamics	ar	
thermodynamics	hi	
thermodynamics	ja	
thermodynamics	zh	
thesis	de	
thesis	fr	
thesis	es	
thesis	it	
thesis	pt	
thesis	ru	
thesis	ar	
thesis	hi	
thesis	ja	
thesis	zh	
thick	de	
thick	fr	
thick	es	
thick	it	
thick	pt	
thick	ru	
thick	ar	
thick	hi	
thick	ja	
thick	zh	
thickness	de	
thickness	fr	
thickness	es	
thickness	it	
thickness	pt	
thickness	ru	
thickness	ar	
thickness	hi	
thickness	ja	
thickness	zh	
thief	de	
thief	fr	
thief	es	
thief	it	
thief	pt	
thief	ru	
thief	ar	
thief	hi	
thief	ja	
thief	zh	
thing	de	
thing	fr	
thing	es	
thing	it	
thing	pt	
thing	ru	
thing	ar	
thing	hi	
thing	ja	
thing	zh	
think	de	
think	fr	
think	es	
think	it	
think	pt	
think	ru	
think	ar	
think	hi	
think	ja	
think	zh	
thinking	de	
thinking	fr	
thinking	es	
thinking	it	
thinking	pt	
thinking	ru	
thinking	ar	
thinking	hi	
thinking	ja	
thinking	zh	
third	de	
third	fr	
third	es	
third	it	
third	pt	
third	ru	
third	ar	
third	hi	
third	ja	
third	zh	
thirst	de	
thirst	fr	
thirst	es	
thirst	it	
thirst	pt	
thirst	ru	
thirst	ar	
thirst	hi	
thirst	ja	
thirst	zh	
thirteen	de	
thirteen	fr	
thirteen	es	
thirteen	it	
thirteen	pt	
thirteen	ru	
thirteen	ar	
thirteen	hi	
thirteen	ja	
thirteen	zh	
thirteenth	de	
thirteenth	fr	
thirteenth	es	
thirteenth	it	
thirteenth	pt	
thirteenth	ru	
thirteenth	ar	
thirteenth	hi	
thirteenth	ja	
thirteenth	zh	
thirtieth	de	
thirtieth	fr	
thirtieth	es	
thirtieth	it	
thirtieth	pt	
thirtieth	ru	
thirtieth	ar	
thirtieth	hi	
thirtieth	ja	
thirtieth	zh	
thirty	de	
thirty	fr	
thirty	es	
thirty	it	
thirty	pt	
thirty	ru	
thirty	ar	
thirty	hi	
thirty	ja	
thirty	zh	
thorn	de	
thorn	fr	
thorn	es	
thorn	it	
thorn	pt	
thorn	ru	
thorn	ar	
thorn	hi	
thorn	ja	
thorn	zh	
thoroughfare	de	
thoroughfare	fr	
thoroughfare	es	
thoroughfare	it	
thoroughfare	pt	
thoroughfare	ru	
thoroughfare	ar	
thoroughfare	hi	
thoroughfare	ja	
thoroughfare	zh	
thought	de	
thought	fr	
thought	es	
thought	it	
thought	pt	
thought	ru	
thought	ar	
thought	hi	
thought	ja	
thought	zh	
thousand	de	
thousand	fr	
thousand	es	
thousand	it	
thousand	pt	
thousand	ru	
thousand	ar	
thousand	hi	
thousand	ja	
thousand	zh	
thousandth	de	
thousandth	fr	
thousandth	es	
thousandth	it	
thousandth	pt	
thousandth	ru	
thousandth	ar	
thousandth	hi	
thousandth	ja	
thousandth	zh	
thread	de	
thread	fr	
thread	es	
thread	it	
thread	pt	
thread	ru	
thread	ar	
thread	hi	
thread	ja	
thread	zh	
threat	de	
threat	fr	
threat	es	
threat	it	
threat	pt	
threat	ru	
threat	ar	
threat	hi	
threat	ja	
threat	zh	
three	de	
three	fr	
three	es	
three	it	
three	pt	
three	ru	
three	ar	
three	hi	
three	ja	
three	zh	
thrift	de	
thrift	fr	
thrift	es	
thrift	it	
thrift	pt	
thrift	ru	
thrift	ar	
thrift	hi	
thrift	ja	
thrift	zh	
throat	de	
throat	fr	
throat	es	
throat	it	
throat	pt	
throat	ru	
throat	ar	
throat	hi	
throat	ja	
throat	zh	
throne	de	
throne	fr	
throne	es	
throne	it	
throne	pt	
throne	ru	
throne	ar	
throne	hi	
throne	ja	
throne	zh	
thrust	de	
thrust	fr	
thrust	es	
thrust	it	
thrust	pt	
thrust	ru	
thrust	ar	
thrust	hi	
thrust	ja	
thrust	zh	
thumb	de	
thumb	fr	
thumb	es	
thumb	it	
thumb	pt	
thumb	ru	
thumb	ar	
thumb	hi	
thumb	ja	
thumb	zh	
thunder	de	
thunder	fr	
thunder	es	
thunder	it	
thunder	pt	
thunder	ru	
thunder	ar	
thunder	hi	
thunder	ja	
thunder	zh	
thunderstorm	de	
thunderstorm	fr	
thunderstorm	es	
thunderstorm	it	
thunderstorm	pt	
thunderstorm	ru	
thunderstorm	ar	
thunderstorm	hi	
thunderstorm	ja	
thunderstorm	zh	
Thursday	de	
Thursday	fr	
Thursday	es	
Thursday	it	
Thursday	pt	
Thursday	ru	
Thursday	ar	
Thursday	hi	
Thursday	ja	
Thursday	zh	
ticket	de	
ticket	fr	
ticket	es	
ticket	it	
ticket	pt	
ticket	ru	
ticket	ar	
ticket	hi	
ticket	ja	
ticket	zh	
tide	de	
tide	fr	
tide	es	
tide	it	
tide	pt	
tide	ru	
tide	ar	
tide	hi	
tide	ja	
tide	zh	
tie	de	
tie	fr	
tie	es	
tie	it	
tie	pt	
tie	ru	
tie	ar	
tie	hi	
tie	ja	
tie	zh	
tiger	de	
tiger	fr	
tiger	es	
tiger	it	
tiger	pt	
tiger	ru	
tiger	ar	
tiger	hi	
tiger	ja	
tiger	zh	
tights	de	
tights	fr	
tights	es	
tights	it	
tights	pt	
tights	ru	
tights	ar	
tights	hi	
tights	ja	
tights	zh	
timber	de	
timber	fr	
timber	es	
timber	it	
timber	pt	
timber	ru	
timber	ar	
timber	hi	
timber	ja	
timber	zh	
time	de	
time	fr	
time	es	
time	it	
time	pt	
time	ru	
time	ar	
time	hi	
time	ja	
time	zh	
tin	de	
tin	fr	
tin	es	
tin	it	
tin	pt	
tin	ru	
tin	ar	
tin	hi	
tin	ja	
tin	zh	
tingle	de	
tingle	fr	
tingle	es	
tingle	it	
tingle	pt	
tingle	ru	
tingle	ar	
tingle	hi	
tingle	ja	
tingle	zh	
tissue	de	
tissue	fr	
tissue	es	
tissue	it	
tissue	pt	
tissue	ru	
tissue	ar	
tissue	hi	
tissue	ja	
tissue	zh	
title	de	
title	fr	
title	es	
title	it	
title	pt	
title	ru	
title	ar	
title	hi	
title	ja	
title	zh	
toad	de	
toad	fr	
toad	es	
toad	it	
toad	pt	
toad	ru	
toad	ar	
toad	hi	
toad	ja	
toad	zh	
toast	de	
toast	fr	
toast	es	
toast	it	
toast	pt	
toast	ru	
toast	ar	
toast	hi	
toast	ja	
toast	zh	
tobacco	de	
tobacco	fr	
tobacco	es	
tobacco	it	
tobacco	pt	
tobacco	ru	
tobacco	ar	
tobacco	hi	
tobacco	ja	
tobacco	zh	
today	de	
today	fr	
today	es	
today	it	
today	pt	
today	ru	
today	ar	
today	hi	
today	ja	
today	zh	
toe	de	
toe	fr	
toe	es	
toe	it	
toe	pt	
toe	ru	
toe	ar	
toe	hi	
toe	ja	
toe	zh	
toil	de	
toil	fr	
toil	es	
toil	it	
toil	pt	
toil	ru	
toil	ar	
toil	hi	
toil	ja	
toil	zh	
toilet	de	
toilet	fr	
toilet	es	
toilet	it	
toilet	pt	
toilet	ru	
toilet	ar	
toilet	hi	
toilet	ja	
toilet	zh	
tolerance	de	
tolerance	fr	
tolerance	es	
tolerance	it	
tolerance	pt	
tolerance	ru	
tolerance	ar	
tolerance	hi	
tolerance	ja	
tolerance	zh	
toll	de	
toll	fr	
toll	es	
toll	it	
toll	pt	
toll	ru	
toll	ar	
toll	hi	
toll	ja	
toll	zh	
tomato	de	
tomato	fr	
tomato	es	
tomato	it	
tomato	pt	
tomato	ru	
tomato	ar	
tomato	hi	
tomato	ja	
tomato	zh	
tomb	de	
tomb	fr	
tomb	es	
tomb	it	
tomb	pt	
tomb	ru	
tomb	ar	
tomb	hi	
tomb	ja	
tomb	zh	
tomorrow	de	
tomorrow	fr	
tomorrow	es	
tomorrow	it	
tomorrow	pt	
tomorrow	ru	
tomorrow	ar	
tomorrow	hi	
tomorrow	ja	
tomorrow	zh	
ton	de	
ton	fr	
ton	es	
ton	it	
ton	pt	
ton	ru	
ton	ar	
ton	hi	
ton	ja	
ton	zh	
tone	de	
tone	fr	
tone	es	
tone	it	
tone	pt	
tone	ru	
tone	ar	
tone	hi	
tone	ja	
tone	zh	
tongs	de	
tongs	fr	
tongs	es	
tongs	it	
tongs	pt	
tongs	ru	
tongs	ar	
tongs	hi	
tongs	ja	
tongs	zh	
tongue	de	
tongue	fr	
tongue	es	
tongue	it	
tongue	pt	
tongue	ru	
tongue	ar	
tongue	hi	
tongue	ja	
tongue	zh	
tonic	de	
tonic	fr	
tonic	es	
tonic	it	
tonic	pt	
tonic	ru	
tonic	ar	
tonic	hi	
tonic	ja	
tonic	zh	
tool	de	
tool	fr	
tool	es	
tool	it	
tool	pt	
tool	ru	
tool	ar	
tool	hi	
tool	ja	
tool	zh	
tooth	de	
tooth	fr	
tooth	es	
tooth	it	
tooth	pt	
tooth	ru	
tooth	ar	
tooth	hi	
tooth	ja	
tooth	zh	
toothache	de	
toothache	fr	
toothache	es	
toothache	it	
toothache	pt	
toothache	ru	
toothache	ar	
toothache	hi	
toothache	ja	
toothache	zh	
top	de	
top	fr	
top	es	
top	it	
top	pt	
top	ru	
top	ar	
top	hi	
top	ja	
top	zh	
topping	de	
topping	fr	
topping	es	
topping	it	
topping	pt	
topping	ru	
topping	ar	
topping	hi	
topping	ja	
topping	zh	
torment	de	
torment	fr	
torment	es	
torment	it	
torment	pt	
torment	ru	
torment	ar	
torment	hi	
torment	ja	
torment	zh	
tornado	de	
tornado	fr	
tornado	es	
tornado	it	
tornado	pt	
tornado	ru	
tornado	ar	
tornado	hi	
tornado	ja	
tornado	zh	
torpedo	de	
torpedo	fr	
torpedo	es	
torpedo	it	
torpedo	pt	
torpedo	ru	
torpedo	ar	
torpedo	hi	
torpedo	ja	
torpedo	zh	
torrent	de	
torrent	fr	
torrent	es	
torrent	it	
torrent	pt	
torrent	ru	
torrent	ar	
torrent	hi	
torrent	ja	
torrent	zh	
torture	de	
torture	fr	
torture	es	
torture	it	
torture	pt	
torture	ru	
torture	ar	
torture	hi	
torture	ja	
torture	zh	
toss	de	
toss	fr	
toss	es	
toss	it	
toss	pt	
toss	ru	
toss	ar	
toss	hi	
toss	ja	
toss	zh	
touch	de	
touch	fr	
touch	es	
touch	it	
touch	pt	
touch	ru	
touch	ar	
touch	hi	
touch	ja	
touch	zh	
tour	de	
tour	fr	
tour	es	
tour	it	
tour	pt	
tour	ru	
tour	ar	
tour	hi	
tour	ja	
tour	zh	
tourist	de	
tourist	fr	
tourist	es	
tourist	it	
tourist	pt	
tourist	ru	
tourist	ar	
tourist	hi	
tourist	ja	
tourist	zh	
towel	de	
towel	fr	
towel	es	
towel	it	
towel	pt	
towel	ru	
towel	ar	
towel	hi	
towel	ja	
towel	zh	
tower	de	
tower	fr	
tower	es	
tower	it	
tower	pt	
tower	ru	
tower	ar	
tower	hi	
tower	ja	
tower	zh	
town	de	
town	fr	
town	es	
town	it	
town	pt	
town	ru	
town	ar	
town	hi	
town	ja	
town	zh	
townspeople	de	
townspeople	fr	
townspeople	es	
townspeople	it	
townspeople	pt	
townspeople	ru	
townspeople	ar	
townspeople	hi	
townspeople	ja	
townspeople	zh	
toy	de	
toy	fr	
toy	es	
toy	it	
toy	pt	
toy	ru	
toy	ar	
toy	hi	
toy	ja	
toy	zh	
trace	de	
trace	fr	
trace	es	
trace	it	
trace	pt	
trace	ru	
trace	ar	
trace	hi	
trace	ja	
trace	zh	
track	de	
track	fr	
track	es	
track	it	
track	pt	
track	ru	
track	ar	
track	hi	
track	ja	
track	zh	
tractor	de	
tractor	fr	
tractor	es	
tractor	it	
tractor	pt	
tractor	ru	
tractor	ar	
tractor	hi	
tractor	ja	
tractor	zh	
trade	de	
trade	fr	
trade	es	
trade	it	
trade	pt	
trade	ru	
trade	ar	
trade	hi	
trade	ja	
trade	zh	
trademark	de	
trademark	fr	
trademark	es	
trademark	it	
trademark	pt	
trademark	ru	
trademark	ar	
trademark	hi	
trademark	ja	
trademark	zh	
trader	de	
trader	fr	
trader	es	
trader	it	
trader	pt	
trader	ru	
trader	ar	
trader	hi	
trader	ja	
trader	zh	
tradition	de	
tradition	fr	
tradition	es	
tradition	it	
tradition	pt	
tradition	ru	
tradition	ar	
tradition	hi	
tradition	ja	
tradition	zh	
tragedy	de	
tragedy	fr	
tragedy	es	
tragedy	it	
tragedy	pt	
tragedy	ru	
tragedy	ar	
tragedy	hi	
tragedy	ja	
tragedy	zh	
trail	de	
trail	fr	
trail	es	
trail	it	
trail	pt	
trail	ru	
trail	ar	
trail	hi	
trail	ja	
trail	zh	
train	de	
train	fr	
train	es	
train	it	
train	pt	
train	ru	
train	ar	
train	hi	
train	ja	
train	zh	
training	de	
training	fr	
training	es	
training	it	
training	pt	
training	ru	
training	ar	
training	hi	
training	ja	
training	zh	
tramp	de	
tramp	fr	
tramp	es	
tramp	it	
tramp	pt	
tramp	ru	
tramp	ar	
tramp	hi	
tramp	ja	
tramp	zh	
transaction	de	
transaction	fr	
transaction	es	
transaction	it	
transaction	pt	
transaction	ru	
transaction	ar	
transaction	hi	
transaction	ja	
transaction	zh	
transfer	de	
transfer	fr	
transfer	es	
transfer	it	
transfer	pt	
transfer	ru	
transfer	ar	
transfer	hi	
transfer	ja	
transfer	zh	
transit	de	
transit	fr	
transit	es	
transit	it	
transit	pt	
transit	ru	
transit	ar	
transit	hi	
transit	ja	
transit	zh	
translation	de	
translation	fr	
translation	es	
translation	it	
translation	pt	
translation	ru	
translation	ar	
translation	hi	
translation	ja	
translation	zh	
transmission	de	
transmission	fr	
transmission	es	
transmission	it	
transmission	pt	
transmission	ru	
transmission	ar	
transmission	hi	
transmission	ja	
transmission	zh	
transparency	de	
transparency	fr	
transparency	es	
transparency	it	
transparency	pt	
transparency	ru	
transparency	ar	
transparency	hi	
transparency	ja	
transparency	zh	
transport	de	
transport	fr	
transport	es	
transport	it	
transport	pt	
transport	ru	
transport	ar	
transport	hi	
transport	ja	
transport	zh	
transportation	de	
transportation	fr	
transportation	es	
transportation	it	
transportation	pt	
transportation	ru	
transportation	ar	
transportation	hi	
transportation	ja	
transportation	zh	
trap	de	
trap	fr	
trap	es	
trap	it	
trap	pt	
trap	ru	
trap	ar	
trap	hi	
trap	ja	
trap	zh	
trauma	de	
trauma	fr	
trauma	es	
trauma	it	
trauma	pt	
trauma	ru	
trauma	ar	
trauma	hi	
trauma	ja	
trauma	zh	
travel	de	
travel	fr	
travel	es	
travel	it	
travel	pt	
travel	ru	
travel	ar	
travel	hi	
travel	ja	
travel	zh	
traveler	de	
traveler	fr	
traveler	es	
traveler	it	
traveler	pt	
traveler	ru	
traveler	ar	
traveler	hi	
traveler	ja	
traveler	zh	
tray	de	
tray	fr	
tray	es	
tray	it	
tray	pt	
tray	ru	
tray	ar	
tray	hi	
tray	ja	
tray	zh	
treachery	de	
treachery	fr	
treachery	es	
treachery	it	
treachery	pt	
treachery	ru	
treachery	ar	
treachery	hi	
treachery	ja	
treachery	zh	
tread	de	
tread	fr	
tread	es	
tread	it	
tread	pt	
tread	ru	
tread	ar	
tread	hi	
tread	ja	
tread	zh	
treasure	de	
treasure	fr	
treasure	es	
treasure	it	
treasure	pt	
treasure	ru	
treasure	ar	
treasure	hi	
treasure	ja	
treasure	zh	
treasurer	de	
treasurer	fr	
treasurer	es	
treasurer	it	
treasurer	pt	
treasurer	ru	
treasurer	ar	
treasurer	hi	
treasurer	ja	
treasurer	zh	
treasury	de	
treasury	fr	
treasury	es	
treasury	it	
treasury	pt	
treasury	ru	
treasury	ar	
treasury	hi	
treasury	ja	
treasury	zh	
treat	de	
treat	fr	
treat	es	
treat	it	
treat	pt	
treat	ru	
treat	ar	
treat	hi	
treat	ja	
treat	zh	
treatment	de	
treatment	fr	
treatment	es	
treatment	it	
treatment	pt	
treatment	ru	
treatment	ar	
treatment	hi	
treatment	ja	
treatment	zh	
treaty	de	
treaty	fr	
treaty	es	
treaty	it	
treaty	pt	
treaty	ru	
treaty	ar	
treaty	hi	
treaty	ja	
treaty	zh	
treble	de	
treble	fr	
treble	es	
treble	it	
treble	pt	
treble	ru	
treble	ar	
treble	hi	
treble	ja	
treble	zh	
tree	de	
tree	fr	
tree	es	
tree	it	
tree	pt	
tree	ru	
tree	ar	
tree	hi	
tree	ja	
tree	zh	
tremble	de	
tremble	fr	
tremble	es	
tremble	it	
tremble	pt	
tremble	ru	
tremble	ar	
tremble	hi	
tremble	ja	
tremble	zh	
trespass	de	
trespass	fr	
trespass	es	
trespass	it	
trespass	pt	
trespass	ru	
trespass	ar	
trespass	hi	
trespass	ja	
trespass	zh	
trial	de	
trial	fr	
trial	es	
trial	it	
trial	pt	
trial	ru	
trial	ar	
trial	hi	
trial	ja	
trial	zh	
tribe	de	
tribe	fr	
tribe	es	
tribe	it	
tribe	pt	
tribe	ru	
tribe	ar	
tribe	hi	
tribe	ja	
tribe	zh	
tribunal	de	
tribunal	fr	
tribunal	es	
tribunal	it	
tribunal	pt	
tribunal	ru	
tribunal	ar	
tribunal	hi	
tribunal	ja	
tribunal	zh	
tribute	de	
tribute	fr	
tribute	es	
tribute	it	
tribute	pt	
tribute	ru	
tribute	ar	
tribute	hi	
tribute	ja	
tribute	zh	
trick	de	
trick	fr	
trick	es	
trick	it	
trick	pt	
trick	ru	
trick	ar	
trick	hi	
trick	ja	
trick	zh	
trickle	de	
trickle	fr	
trickle	es	
trickle	it	
trickle	pt	
trickle	ru	
trickle	ar	
trickle	hi	
trickle	ja	
trickle	zh	
trifle	de	
trifle	fr	
trifle	es	
trifle	it	
trifle	pt	
trifle	ru	
trifle	ar	
trifle	hi	
trifle	ja	
trifle	zh	
trim	de	
trim	fr	
trim	es	
trim	it	
trim	pt	
trim	ru	
trim	ar	
trim	hi	
trim	ja	
trim	zh	
trio	de	
trio	fr	
trio	es	
trio	it	
trio	pt	
trio	ru	
trio	ar	
trio	hi	
trio	ja	
trio	zh	
trip	de	
trip	fr	
trip	es	
trip	it	
trip	pt	
trip	ru	
trip	ar	
trip	hi	
trip	ja	
trip	zh	
triumph	de	
triumph	fr	
triumph	es	
triumph	it	
triumph	pt	
triumph	ru	
triumph	ar	
triumph	hi	
triumph	ja	
triumph	zh	
troop	de	
troop	fr	
troop	es	
troop	it	
troop	pt	
troop	ru	
troop	ar	
troop	hi	
troop	ja	
troop	zh	
trot	de	
trot	fr	
trot	es	
trot	it	
trot	pt	
trot	ru	
trot	ar	
trot	hi	
trot	ja	
trot	zh	
trouble	de	
trouble	fr	
trouble	es	
trouble	it	
trouble	pt	
trouble	ru	
trouble	ar	
trouble	hi	
trouble	ja	
trouble	zh	
trough	de	
trough	fr	
trough	es	
trough	it	
trough	pt	
trough	ru	
trough	ar	
trough	hi	
trough	ja	
trough	zh	
trout	de	
trout	fr	
trout	es	
trout	it	
trout	pt	
trout	ru	
trout	ar	
trout	hi	
trout	ja	
trout	zh	
truce	de	
truce	fr	
truce	es	
truce	it	
truce	pt	
truce	ru	
truce	ar	
truce	hi	
truce	ja	
truce	zh	
true	de	
true	fr	
true	es	
true	it	
true	pt	
true	ru	
true	ar	
true	hi	
true	ja	
true	zh	
trumpet	de	
trumpet	fr	
trumpet	es	
trumpet	it	
trumpet	pt	
trumpet	ru	
trumpet	ar	
trumpet	hi	
trumpet	ja	
trumpet	zh	
trunk	de	
trunk	fr	
trunk	es	
trunk	it	
trunk	pt	
trunk	ru	
trunk	ar	
trunk	hi	
trunk	ja	
trunk	zh	
trust	de	
trust	fr	
trust	es	
trust	it	
trust	pt	
trust	ru	
trust	ar	
trust	hi	
trust	ja	
trust	zh	
truth	de	
truth	fr	
truth	es	
truth	it	
truth	pt	
truth	ru	
truth	ar	
truth	hi	
truth	ja	
truth	zh	
tube	de	
tube	fr	
tube	es	
tube	it	
tube	pt	
tube	ru	
tube	ar	
tube	hi	
tube	ja	
tube	zh	
tuberculosis	de	
tuberculosis	fr	
tuberculosis	es	
tuberculosis	it	
tuberculosis	pt	
tuberculosis	ru	
tuberculosis	ar	
tuberculosis	hi	
tuberculosis	ja	
tuberculosis	zh	
tuck	de	
tuck	fr	
tuck	es	
tuck	it	
tuck	pt	
tuck	ru	
