en	meaning_en	meaning_ja	meaning_zh	meaning_fr	meaning_de	meaning_es	meaning_it	meaning_pt	meaning_ru	meaning_ar	meaning_hi
pronunciation	The way words are spoken; articulation; manner of speech.										
proof	Evidence that establishes a fact.										
propaganda	Information used to promote a political cause.										
property	A thing or things belonging to someone.										
prophecy	A prediction of future events; divine revelation; foretelling.										
proportion	A part considered in relation to the whole.										
proposal	A plan or suggestion put forward.										
proposition	A statement or assertion; proposal; offer; undertaking.										
propriety	Conformity to accepted standards; appropriateness; correctness of behavior.										
prose	Written language in ordinary form.										
prosecution	Legal proceedings against defendant; pursuit of legal case.										
