en	translation	gender	meaning_translation
planet	planeta	m	Un cuerpo celeste que se mueve en órbita elíptica alrededor de una estrella, especialmente el sol, y brilla con luz reflejada
plantation	plantación	f	Una finca en la que se cultivan cosechas como algodón, azúcar o tabaco, típicamente por trabajadores residentes
plateau	meseta	f	Un área de terreno alto relativamente nivelado
platoon	pelotón	m	Una subdivisión de una compañía militar, típicamente comandada por un teniente y dividida en tres secciones
playground	patio de recreo	m	Un área al aire libre proporcionada para que los niños jueguen, especialmente en la escuela o en un parque
plea	súplica	f	Una petición hecha de manera urgente y emocional
pledge	promesa	f	Una promesa solemne o compromiso de hacer o abstenerse de hacer algo
plow	arado	m	Un gran implemento agrícola con cuchillas para cortar surcos en el suelo y voltearlo para preparar la siembra
plum	ciruela	f	Una fruta carnosa ovalada con pulpa dulce, piel suave y un hueso aplanado y puntiagudo
plump	gordura	f	La cualidad de tener una forma redondeada y llena
pocket	bolsillo	m	Una pequeña bolsa cosida en o sobre la ropa para llevar artículos pequeños
poetry	poesía	f	Obra literaria en la que la expresión de sentimientos e ideas se intensifica mediante la atención a la dicción, el ritmo y las imágenes
pointer	puntero	m	Una varilla usada para señalar características en un mapa o gráfico
poison	veneno	m	Una sustancia capaz de causar enfermedad o muerte cuando se introduce o es absorbida por un organismo vivo
pole	poste	m	Una pieza larga y delgada de madera o metal redondeada, típicamente usada como soporte
policeman	policía	m	Un miembro masculino de una fuerza policial
politician	político	m	Una persona activa en la política de partidos o que ocupa o busca un cargo electo en el gobierno
poll	encuesta	f	El proceso de votar en una elección
pond	estanque	m	Un cuerpo de agua más pequeño que un lago, a veces formado artificialmente, como al represar un arroyo
pop	pop	m	Un sonido explosivo repentino y agudo
popcorn	palomitas	f	Granos de maíz que se calientan hasta que se abren y se vuelven esponjosos, comidos como aperitivo
pope	papa	m	El obispo de Roma como cabeza de la Iglesia Católica Romana
pork	cerdo	m	La carne de cerdo utilizada como alimento, especialmente cuando no está curada
port	puerto	m	Una ciudad con un puerto donde los barcos cargan o descargan mercancías
portion	porción	f	Una parte de un todo
positive	positivo	m	Una cualidad o atributo bueno, afirmativo o constructivo
possession	posesión	f	El estado de tener, poseer o controlar algo
posture	postura	f	La posición en la que alguien sostiene su cuerpo al estar de pie o sentado
potassium	potasio	m	Un elemento metálico reactivo blando de color blanco plateado, un metal alcalino esencial para las células vivas y el crecimiento de las plantas
potato	papa	f	Un tubérculo vegetal con almidón ampliamente cultivado como cultivo de hortalizas y alimento básico
potter	alfarero	m	Una persona que hace cerámica
pottery	cerámica	f	Ollas, platos y otros artículos hechos de arcilla cocida
proton	protón	m	Una partícula subatómica estable con carga eléctrica positiva que se encuentra en los núcleos atómicos
proxy	apoderado	m	La autoridad para representar a otra persona, especialmente en la votación
psyche	psique	f	El alma, mente o espíritu humano
puddle	charco	m	Un pequeño charco de líquido, especialmente agua de lluvia en el suelo
pull	tirón	m	El ejercicio de fuerza sobre algo para moverlo hacia uno mismo
pulse	pulso	m	El latido rítmico de las arterias cuando la sangre es impulsada a través de ellas
pump	bomba	f	Un dispositivo mecánico que usa succión o presión para elevar o mover líquidos, comprimir gases o forzar aire en objetos
pumpkin	calabaza	f	Una fruta grande redondeada de color naranja-amarillo con cáscara gruesa y pulpa comestible, cultivada como vegetal
punishment	castigo	m	La imposición de una pena como retribución por una ofensa
pupil	alumno	m	Un estudiante en la escuela
purity	pureza	f	Libertad de adulteración o contaminación
purse	bolso	m	Una pequeña bolsa para llevar dinero, típicamente usada por mujeres
push	empujón	m	La aplicación de fuerza a algo para moverlo hacia afuera
puzzle	rompecabezas	m	Un juego, juguete o problema diseñado para probar el ingenio o el conocimiento
qualification	calificación	f	Una cualidad, logro o credencial que hace a alguien adecuado para un puesto o actividad particular
quarrel	pelea	f	Una discusión enojada o desacuerdo, típicamente entre personas que generalmente están en buenos términos
query	consulta	f	Una pregunta, especialmente una que expresa duda o solicita información
quiz	cuestionario	m	Una prueba de conocimiento, especialmente una breve e informal dada a estudiantes
quota	cuota	f	Un número o cantidad limitada o fija de personas o cosas, especialmente cuota asignada
quotation	cita	f	Un grupo de palabras tomadas de un texto o discurso y repetidas por alguien que no es el autor original
rabbit	conejo	m	Un mamífero herbívoro gregario excavador con orejas largas, patas traseras largas y cola corta
rack	estante	m	Un marco, típicamente con rieles o clavijas, para sostener o almacenar cosas
racket	raqueta	f	Un ruido fuerte y desagradable
radiation	radiación	f	La emisión de energía como ondas electromagnéticas o partículas subatómicas en movimiento
radish	rábano	m	Una raíz comestible hinchada de sabor picante, típicamente pequeña, esférica y roja, comida cruda en ensaladas
raft	balsa	f	Una estructura plana de madera u otros materiales unidos para transporte sobre agua
rage	rabia	f	Ira violenta e incontrolable
rail	riel	m	Una barra o serie de barras fijadas en soportes verticales como valla o barrera
railway	ferrocarril	m	Una vía o conjunto de vías hechas de rieles de acero a lo largo de las cuales circulan trenes de pasajeros y carga
rainbow	arcoíris	m	Un arco de colores visible en el cielo causado por la refracción y dispersión de la luz del sol por la lluvia o el rocío
raise	aumento	m	Un aumento en salario o sueldo
raisin	pasa	f	Una uva parcialmente seca, típicamente oscura y arrugada, usada en repostería y confitería
rally	manifestación	f	Una reunión masiva de personas haciendo protesta política o mostrando apoyo a una causa
ram	carnero	m	Una oveja macho sin castrar
ranch	rancho	m	Una granja grande, especialmente en el oeste de Norteamérica, donde se cría ganado u otros animales
raspberry	frambuesa	f	Una fruta blanda comestible relacionada con la mora, que consiste en un grupo de drupas de color rosa rojizo
rat	rata	f	Un roedor que se asemeja a un ratón grande, típicamente con hocico puntiagudo y cola larga, algunas especies transmiten enfermedades
ravage	estrago	m	Los efectos severamente dañinos o destructivos de algo
raven	cuervo	m	Un cuervo grande y de construcción pesada con plumaje principalmente negro, conocido por su inteligencia
ray	rayo	m	Un rayo de luz, calor u otra energía
re	re	m	La segunda nota de la escala mayor en el sistema tónico sol-fa
reader	lector	m	Una persona que lee o a quien le gusta leer
readiness	preparación	f	El estado de estar completamente preparado para algo
residence	residencia	f	La residencia de una persona, especialmente grande u oficial
resistance	resistencia	f	La negativa a aceptar o cumplir con algo
resolve	resolución	f	Determinación firme de hacer algo
resonance	resonancia	f	La cualidad del sonido de ser profundo, lleno y reverberante
resort	complejo turístico	m	Un lugar frecuentado para vacaciones o recreación, típicamente por su ambiente agradable
restoration	restauración	f	La acción de devolver algo a un propietario, lugar o condición anterior
resume	currículum	m	Un breve relato de la educación, calificaciones y experiencia laboral previa de uno, típicamente enviado con una solicitud de empleo
resurrection	resurrección	f	La acción o hecho de resucitar de entre los muertos o volver a la vida
retreat	retirada	f	Un acto de retirarse de una situación difícil o retroceder ante el peligro
revenge	venganza	f	La acción de infligir daño o castigo en respuesta a un agravio o lesión sufrida
reverence	reverencia	f	Un sentimiento de profundo respeto, asombro o veneración por alguien o algo
reverse	reverso	m	Un cambio completo hacia una dirección, posición o curso de acción opuesto
revision	revisión	f	El proceso de examinar y realizar cambios para mejorar o corregir algo
revival	renacimiento	m	Una mejora en la condición o fuerza de algo
revolt	revuelta	f	Un levantamiento violento contra un gobierno o autoridad establecidos
rhyme	rima	f	Una correspondencia de sonido entre palabras o terminaciones de palabras, especialmente en poesía
rhythm	ritmo	m	Un patrón fuerte, regular y repetido de movimiento o sonido
ribbon	cinta	f	Una tira larga y estrecha de tela utilizada para decoración o para atar algo
riches	riquezas	f	Riqueza material
riddle	acertijo	m	Una pregunta o declaración intencionalmente formulada para requerir ingenio al encontrar su respuesta
rifle	rifle	m	Un arma de fuego diseñada para dispararse desde el hombro, con un cañón largo con estrías en espiral
rig	plataforma	f	Una pieza grande de equipo o maquinaria utilizada para un propósito particular, especialmente en perforación
right	derecho	m	Un derecho moral o legal a tener o hacer algo
riot	disturbio	m	Una perturbación violenta de la paz por parte de una multitud de personas actuando juntas
ripple	onda	f	Una pequeña ola o serie de olas en la superficie del agua
rise	subida	f	Un movimiento hacia arriba
rite	rito	m	Una ceremonia o acto religioso o solemne, especialmente uno característico de una religión o cultura particular
ritual	ritual	m	Una serie de acciones realizadas según un orden prescrito, a menudo con fines religiosos o ceremoniales
roast	asado	m	Una pieza grande de carne que ha sido asada o está destinada para asar
robber	ladrón	m	Una persona que roba dinero o propiedad mediante la fuerza o amenaza de violencia
robbery	robo	m	La acción de tomar propiedad ilegalmente de una persona o lugar mediante la fuerza o amenaza de fuerza
robe	túnica	f	Una prenda exterior larga y holgada que llega hasta los tobillos, usada para calor o propósitos ceremoniales
rocket	cohete	m	Un proyectil cilíndrico que puede ser impulsado a gran altura o distancia mediante la combustión de su contenido
rod	vara	f	Una barra recta delgada, especialmente de madera o metal
roll	rollo	m	Un cilindro formado al girar material flexible sobre sí mismo sin doblarlo
roman	romano	m	Un ciudadano o soldado de la antigua república o imperio centrado en Italia
romance	romance	m	Un sentimiento de emoción y misterio asociado con el amor
roof	techo	m	La estructura que forma la cubierta superior de un edificio o vehículo
rope	cuerda	f	Un tramo de cuerda fuerte hecho al torcer juntos hebras de fibras naturales o material sintético
rose	rosa	f	Un arbusto o matorral espinoso que típicamente produce flores fragantes rojas, rosadas, amarillas o blancas
rot	podredumbre	f	El proceso de descomposición causado por acción bacteriana o fúngica
rub	frotamiento	m	La acción de aplicar presión firme a la superficie de algo usando un movimiento repetido de ida y vuelta
rubber	goma	f	Una sustancia polimérica elástica resistente hecha del látex de una planta tropical o sintéticamente
